year,level,course,sex,enrolment_secondary
1999,Secondary 3,Normal (Acad),MF,10455
1999,Secondary 3,Normal (Acad),F,4584
1999,Secondary 3,Normal (Tech),MF,6003
1999,Secondary 3,Normal (Tech),F,2228
1999,Secondary 3,Special,MF,4302
1999,Secondary 3,Special,F,2295
1999,Secondary 4,Express,MF,21276
1999,Secondary 4,Express,F,10719
1999,Secondary 4,Normal (Acad),MF,9580
1999,Secondary 4,Normal (Acad),F,4213
1999,Secondary 4,Normal (Tech),MF,5328
1999,Secondary 4,Normal (Tech),F,2127
1999,Secondary 4,Special,MF,3659
1999,Secondary 4,Special,F,2117
1999,Secondary 5,Normal (Acad),MF,8228
1999,Secondary 5,Normal (Acad),F,3657
2000,Secondary 1,Express,MF,22585
2000,Secondary 1,Express,F,11301
2000,Secondary 1,Normal (Acad),MF,9855
2000,Secondary 1,Normal (Acad),F,4687
2000,Secondary 1,Normal (Tech),MF,7795
2000,Secondary 1,Normal (Tech),F,3160
2000,Secondary 1,Special,MF,4182
2000,Secondary 1,Special,F,2239
2000,Secondary 2,Express,MF,19939
2000,Secondary 2,Express,F,10126
2000,Secondary 2,Normal (Acad),MF,9472
2000,Secondary 2,Normal (Acad),F,4270
2000,Secondary 2,Normal (Tech),MF,5808
2000,Secondary 2,Normal (Tech),F,2359
2000,Secondary 2,Special,MF,3766
2000,Secondary 2,Special,F,1997
2000,Secondary 3,Express,MF,22573
2000,Secondary 3,Express,F,11353
2000,Secondary 3,Normal (Acad),MF,10609
2000,Secondary 3,Normal (Acad),F,4738
2000,Secondary 3,Normal (Tech),MF,5975
2000,Secondary 3,Normal (Tech),F,2386
2000,Secondary 3,Special,MF,4329
2000,Secondary 3,Special,F,2262
2000,Secondary 4,Express,MF,21299
2000,Secondary 4,Express,F,10797
2000,Secondary 4,Normal (Acad),MF,10058
2000,Secondary 4,Normal (Acad),F,4457
2000,Secondary 4,Normal (Tech),MF,5654
2000,Secondary 4,Normal (Tech),F,2110
2000,Secondary 4,Special,MF,4100
2000,Secondary 4,Special,F,2239
2000,Secondary 5,Normal (Acad),MF,7406
2000,Secondary 5,Normal (Acad),F,3373
2001,Secondary 1,Express,MF,27633
2001,Secondary 1,Express,F,14122
2001,Secondary 1,Normal (Acad),MF,11983
2001,Secondary 1,Normal (Acad),F,5570
2001,Secondary 1,Normal (Tech),MF,8279
2001,Secondary 1,Normal (Tech),F,3211
2001,Secondary 1,Special,MF,5175
2001,Secondary 1,Special,F,2723
2001,Secondary 2,Express,MF,22569
2001,Secondary 2,Express,F,11385
2001,Secondary 2,Normal (Acad),MF,10590
2001,Secondary 2,Normal (Acad),F,4961
2001,Secondary 2,Normal (Tech),MF,7174
2001,Secondary 2,Normal (Tech),F,2860
2001,Secondary 2,Special,MF,4149
2001,Secondary 2,Special,F,2249
2001,Secondary 3,Express,MF,20400
2001,Secondary 3,Express,F,10305
2001,Secondary 3,Normal (Acad),MF,10119
2001,Secondary 3,Normal (Acad),F,4409
2001,Secondary 3,Normal (Tech),MF,5627
2001,Secondary 3,Normal (Tech),F,2273
2001,Secondary 3,Special,MF,3917
2001,Secondary 3,Special,F,2094
2001,Secondary 4,Express,MF,21744
2001,Secondary 4,Express,F,11018
2001,Secondary 4,Normal (Acad),MF,10258
2001,Secondary 4,Normal (Acad),F,4611
2001,Secondary 4,Normal (Tech),MF,5565
2001,Secondary 4,Normal (Tech),F,2218
2001,Secondary 4,Special,MF,4011
2001,Secondary 4,Special,F,2199
2001,Secondary 5,Normal (Acad),MF,7888
2001,Secondary 5,Normal (Acad),F,3685
2002,Secondary 1,Express,MF,26354
2002,Secondary 1,Express,F,13249
2002,Secondary 1,Normal (Acad),MF,10992
2002,Secondary 1,Normal (Acad),F,5173
2002,Secondary 1,Normal (Tech),MF,7466
2002,Secondary 1,Normal (Tech),F,2823
2002,Secondary 1,Special,MF,4469
2002,Secondary 1,Special,F,2362
2002,Secondary 2,Express,MF,27628
2002,Secondary 2,Express,F,14262
2002,Secondary 2,Normal (Acad),MF,12729
2002,Secondary 2,Normal (Acad),F,5812
2002,Secondary 2,Normal (Tech),MF,7783
2002,Secondary 2,Normal (Tech),F,2980
2002,Secondary 2,Special,MF,5071
2002,Secondary 2,Special,F,2681
2002,Secondary 3,Express,MF,23156
2002,Secondary 3,Express,F,11654
2002,Secondary 3,Normal (Acad),MF,11242
2002,Secondary 3,Normal (Acad),F,5109
2002,Secondary 3,Normal (Tech),MF,6902
2002,Secondary 3,Normal (Tech),F,2743
2002,Secondary 3,Special,MF,4229
2002,Secondary 3,Special,F,2300
2002,Secondary 4,Express,MF,19308
2002,Secondary 4,Express,F,9849
2002,Secondary 4,Normal (Acad),MF,9624
2002,Secondary 4,Normal (Acad),F,4253
2002,Secondary 4,Normal (Tech),MF,5303
2002,Secondary 4,Normal (Tech),F,2152
2002,Secondary 4,Special,MF,3614
2002,Secondary 4,Special,F,2015
2002,Secondary 5,Normal (Acad),MF,8132
2002,Secondary 5,Normal (Acad),F,3862
2003,Secondary 1,Express,MF,28286
2003,Secondary 1,Express,F,14450
2003,Secondary 1,Normal (Acad),MF,12534
2003,Secondary 1,Normal (Acad),F,5814
2003,Secondary 1,Normal (Tech),MF,6599
2003,Secondary 1,Normal (Tech),F,2311
2003,Secondary 1,Special,MF,4565
2003,Secondary 1,Special,F,2473
2003,Secondary 2,Express,MF,26029
2003,Secondary 2,Express,F,13223
2003,Secondary 2,Normal (Acad),MF,11747
2003,Secondary 2,Normal (Acad),F,5447
2003,Secondary 2,Normal (Tech),MF,7151
2003,Secondary 2,Normal (Tech),F,2661
2003,Secondary 2,Special,MF,4408
2003,Secondary 2,Special,F,2372
2003,Secondary 3,Express,MF,28325
2003,Secondary 3,Express,F,14578
2003,Secondary 3,Normal (Acad),MF,13572
2003,Secondary 3,Normal (Acad),F,6000
2003,Secondary 3,Normal (Tech),MF,7574
2003,Secondary 3,Normal (Tech),F,2905
2003,Secondary 3,Special,MF,5137
2003,Secondary 3,Special,F,2769
2003,Secondary 4,Express,MF,22140
2003,Secondary 4,Express,F,11232
2003,Secondary 4,Normal (Acad),MF,10610
2003,Secondary 4,Normal (Acad),F,4890
2003,Secondary 4,Normal (Tech),MF,6502
2003,Secondary 4,Normal (Tech),F,2591
2003,Secondary 4,Special,MF,3955
2003,Secondary 4,Special,F,2241
2003,Secondary 5,Normal (Acad),MF,7292
2003,Secondary 5,Normal (Acad),F,3411
2004,Secondary 1,Express,MF,26856
2004,Secondary 1,Express,F,13695
2004,Secondary 1,Normal (Acad),MF,11596
2004,Secondary 1,Normal (Acad),F,5269
2004,Secondary 1,Normal (Tech),MF,7310
2004,Secondary 1,Normal (Tech),F,2801
2004,Secondary 1,Special,MF,4696
2004,Secondary 1,Special,F,2699
2004,Secondary 2,Express,MF,28001
2004,Secondary 2,Express,F,14486
2004,Secondary 2,Normal (Acad),MF,13257
2004,Secondary 2,Normal (Acad),F,6008
2004,Secondary 2,Normal (Tech),MF,6325
2004,Secondary 2,Normal (Tech),F,2195
2004,Secondary 2,Special,MF,4541
2004,Secondary 2,Special,F,2491
2004,Secondary 3,Express,MF,26538
2004,Secondary 3,Express,F,13492
2004,Secondary 3,Normal (Acad),MF,12941
2004,Secondary 3,Normal (Acad),F,5779
2004,Secondary 3,Normal (Tech),MF,6893
2004,Secondary 3,Normal (Tech),F,2559
2004,Secondary 3,Special,MF,4638
2004,Secondary 3,Special,F,2512
2004,Secondary 4,Express,MF,27285
2004,Secondary 4,Express,F,14170
2004,Secondary 4,Normal (Acad),MF,12636
2004,Secondary 4,Normal (Acad),F,5665
2004,Secondary 4,Normal (Tech),MF,7239
2004,Secondary 4,Normal (Tech),F,2760
2004,Secondary 4,Special,MF,4688
2004,Secondary 4,Special,F,2613
2004,Secondary 5,Normal (Acad),MF,8094
2004,Secondary 5,Normal (Acad),F,3942
2005,Secondary 1,Express,MF,26514
2005,Secondary 1,Express,F,13500
2005,Secondary 1,Normal (Acad),MF,12468
2005,Secondary 1,Normal (Acad),F,5836
2005,Secondary 1,Normal (Tech),MF,6869
2005,Secondary 1,Normal (Tech),F,2494
2005,Secondary 1,Special,MF,4379
2005,Secondary 1,Special,F,2479
2005,Secondary 2,Express,MF,26768
2005,Secondary 2,Express,F,13754
2005,Secondary 2,Normal (Acad),MF,12357
2005,Secondary 2,Normal (Acad),F,5554
2005,Secondary 2,Normal (Tech),MF,6986
2005,Secondary 2,Normal (Tech),F,2637
2005,Secondary 2,Special,MF,4745
2005,Secondary 2,Special,F,2749
2005,Secondary 3,Express,MF,28493
2005,Secondary 3,Express,F,14779
2005,Secondary 3,Normal (Acad),MF,14329
2005,Secondary 3,Normal (Acad),F,6359
2005,Secondary 3,Normal (Tech),MF,6093
2005,Secondary 3,Normal (Tech),F,2097
2005,Secondary 3,Special,MF,4995
2005,Secondary 3,Special,F,2733
2005,Secondary 4,Express,MF,25542
2005,Secondary 4,Express,F,13031
2005,Secondary 4,Normal (Acad),MF,12014
2005,Secondary 4,Normal (Acad),F,5412
2005,Secondary 4,Normal (Tech),MF,6536
2005,Secondary 4,Normal (Tech),F,2433
2005,Secondary 4,Special,MF,4370
2005,Secondary 4,Special,F,2433
2005,Secondary 5,Normal (Acad),MF,9605
2005,Secondary 5,Normal (Acad),F,4535
2006,Secondary 1,Express,MF,26973
2006,Secondary 1,Express,F,13850
2006,Secondary 1,Normal (Acad),MF,12419
2006,Secondary 1,Normal (Acad),F,5746
2006,Secondary 1,Normal (Tech),MF,7118
2006,Secondary 1,Normal (Tech),F,2619
2006,Secondary 1,Special,MF,4262
2006,Secondary 1,Special,F,2324
2006,Secondary 2,Express,MF,26747
2006,Secondary 2,Express,F,13707
2006,Secondary 2,Normal (Acad),MF,13191
2006,Secondary 2,Normal (Acad),F,6043
2006,Secondary 2,Normal (Tech),MF,6553
2006,Secondary 2,Normal (Tech),F,2365
2006,Secondary 2,Special,MF,4316
2006,Secondary 2,Special,F,2475
2006,Secondary 3,Express,MF,27541
2006,Secondary 3,Express,F,14121
2006,Secondary 3,Normal (Acad),MF,13557
2006,Secondary 3,Normal (Acad),F,5956
2006,Secondary 3,Normal (Tech),MF,6774
2006,Secondary 3,Normal (Tech),F,2519
2006,Secondary 3,Special,MF,5155
2006,Secondary 3,Special,F,2934
2006,Secondary 4,Express,MF,27503
2006,Secondary 4,Express,F,14358
2006,Secondary 4,Normal (Acad),MF,13377
2006,Secondary 4,Normal (Acad),F,5992
2006,Secondary 4,Normal (Tech),MF,5819
2006,Secondary 4,Normal (Tech),F,1998
2006,Secondary 4,Special,MF,4764
2006,Secondary 4,Special,F,2670
2006,Secondary 5,Normal (Acad),MF,9028
2006,Secondary 5,Normal (Acad),F,4289
2007,Secondary 1,Express,MF,27396
2007,Secondary 1,Express,F,13892
2007,Secondary 1,Normal (Acad),MF,11981
2007,Secondary 1,Normal (Acad),F,5640
2007,Secondary 1,Normal (Tech),MF,7072
2007,Secondary 1,Normal (Tech),F,2593
2007,Secondary 1,Special,MF,4238
2007,Secondary 1,Special,F,2380
2007,Secondary 2,Express,MF,27473
2007,Secondary 2,Express,F,14201
2007,Secondary 2,Normal (Acad),MF,13282
2007,Secondary 2,Normal (Acad),F,6059
2007,Secondary 2,Normal (Tech),MF,6994
2007,Secondary 2,Normal (Tech),F,2530
2007,Secondary 2,Special,MF,4277
2007,Secondary 2,Special,F,2346
2007,Secondary 3,Express,MF,27856
2007,Secondary 3,Express,F,14281
2007,Secondary 3,Normal (Acad),MF,14386
2007,Secondary 3,Normal (Acad),F,6386
2007,Secondary 3,Normal (Tech),MF,6600
2007,Secondary 3,Normal (Tech),F,2364
2007,Secondary 3,Special,MF,4818
2007,Secondary 3,Special,F,2698
2007,Secondary 4,Express,MF,26771
2007,Secondary 4,Express,F,13840
2007,Secondary 4,Normal (Acad),MF,13072
2007,Secondary 4,Normal (Acad),F,5819
2007,Secondary 4,Normal (Tech),MF,6788
2007,Secondary 4,Normal (Tech),F,2503
2007,Secondary 4,Special,MF,4894
2007,Secondary 4,Special,F,2821
2007,Secondary 5,Normal (Acad),MF,10164
2007,Secondary 5,Normal (Acad),F,4781
2008,Secondary 1,Express,MF,30873
2008,Secondary 1,Express,F,15958
2008,Secondary 1,Normal (Acad),MF,12811
2008,Secondary 1,Normal (Acad),F,5956
2008,Secondary 1,Normal (Tech),MF,6530
2008,Secondary 1,Normal (Tech),F,2210
2008,Secondary 1,Special,MF,0
2008,Secondary 1,Special,F,0
2008,Secondary 2,Express,MF,27781
2008,Secondary 2,Express,F,14251
2008,Secondary 2,Normal (Acad),MF,12879
2008,Secondary 2,Normal (Acad),F,5976
2008,Secondary 2,Normal (Tech),MF,7014
2008,Secondary 2,Normal (Tech),F,2518
2008,Secondary 2,Special,MF,4156
2008,Secondary 2,Special,F,2349
2008,Secondary 3,Express,MF,28456
2008,Secondary 3,Express,F,14743
2008,Secondary 3,Normal (Acad),MF,14481
2008,Secondary 3,Normal (Acad),F,6373
2008,Secondary 3,Normal (Tech),MF,6869
2008,Secondary 3,Normal (Tech),F,2478
2008,Secondary 3,Special,MF,4751
2008,Secondary 3,Special,F,2574
2008,Secondary 4,Express,MF,26648
2008,Secondary 4,Express,F,13795
2008,Secondary 4,Normal (Acad),MF,13333
2008,Secondary 4,Normal (Acad),F,5994
2008,Secondary 4,Normal (Tech),MF,6309
2008,Secondary 4,Normal (Tech),F,2239
2008,Secondary 4,Special,MF,4629
2008,Secondary 4,Special,F,2647
2008,Secondary 5,Normal (Acad),MF,9561
2008,Secondary 5,Normal (Acad),F,4604
2009,Secondary 1,Express,MF,30808
2009,Secondary 1,Express,F,15882
2009,Secondary 1,Normal (Acad),MF,12489
2009,Secondary 1,Normal (Acad),F,5811
2009,Secondary 1,Normal (Tech),MF,6786
2009,Secondary 1,Normal (Tech),F,2384
2009,Secondary 1,Special,MF,0
2009,Secondary 1,Special,F,0
2009,Secondary 2,Express,MF,31159
2009,Secondary 2,Express,F,16222
2009,Secondary 2,Normal (Acad),MF,13445
2009,Secondary 2,Normal (Acad),F,6143
2009,Secondary 2,Normal (Tech),MF,6439
2009,Secondary 2,Normal (Tech),F,2172
2009,Secondary 2,Special,MF,0
2009,Secondary 2,Special,F,0
2009,Secondary 3,Express,MF,28959
2009,Secondary 3,Express,F,14919
2009,Secondary 3,Normal (Acad),MF,13932
2009,Secondary 3,Normal (Acad),F,6214
2009,Secondary 3,Normal (Tech),MF,6923
2009,Secondary 3,Normal (Tech),F,2461
2009,Secondary 3,Special,MF,4626
2009,Secondary 3,Special,F,2572
2009,Secondary 4,Express,MF,27488
2009,Secondary 4,Express,F,14378
2009,Secondary 4,Normal (Acad),MF,13479
2009,Secondary 4,Normal (Acad),F,6052
2009,Secondary 4,Normal (Tech),MF,6684
2009,Secondary 4,Normal (Tech),F,2410
2009,Secondary 4,Special,MF,4535
2009,Secondary 4,Special,F,2468
2009,Secondary 5,Normal (Acad),MF,9478
2009,Secondary 5,Normal (Acad),F,4538
2010,Secondary 1,Express,MF,29785
2010,Secondary 1,Express,F,15417
2010,Secondary 1,Normal (Acad),MF,12394
2010,Secondary 1,Normal (Acad),F,5832
2010,Secondary 1,Normal (Tech),MF,6491
2010,Secondary 1,Normal (Tech),F,2260
2010,Secondary 1,Special,MF,0
2010,Secondary 1,Special,F,0
2010,Secondary 2,Express,MF,31296
2010,Secondary 2,Express,F,16230
2010,Secondary 2,Normal (Acad),MF,12978
2010,Secondary 2,Normal (Acad),F,6023
2010,Secondary 2,Normal (Tech),MF,6661
2010,Secondary 2,Normal (Tech),F,2285
2010,Secondary 2,Special,MF,0
2010,Secondary 2,Special,F,0
2010,Secondary 3,Express,MF,32933
2010,Secondary 3,Express,F,17140
2010,Secondary 3,Normal (Acad),MF,14048
2010,Secondary 3,Normal (Acad),F,6287
2010,Secondary 3,Normal (Tech),MF,6197
2010,Secondary 3,Normal (Tech),F,2047
2010,Secondary 3,Special,MF,0
2010,Secondary 3,Special,F,0
2010,Secondary 4,Express,MF,28356
2010,Secondary 4,Express,F,14509
2010,Secondary 4,Normal (Acad),MF,13003
2010,Secondary 4,Normal (Acad),F,5931
2010,Secondary 4,Normal (Tech),MF,6661
2010,Secondary 4,Normal (Tech),F,2353
2010,Secondary 4,Special,MF,4053
2010,Secondary 4,Special,F,2498
2010,Secondary 5,Normal (Acad),MF,9532
2010,Secondary 5,Normal (Acad),F,4467
2011,Secondary 1,Express,MF,27732
2011,Secondary 1,Express,F,14240
2011,Secondary 1,Normal (Acad),MF,11436
2011,Secondary 1,Normal (Acad),F,5475
2011,Secondary 1,Normal (Tech),MF,6045
2011,Secondary 1,Normal (Tech),F,2172
2011,Secondary 1,Special,MF,0
2011,Secondary 1,Special,F,0
2011,Secondary 2,Express,MF,30226
2011,Secondary 2,Express,F,15746
2011,Secondary 2,Normal (Acad),MF,12882
2011,Secondary 2,Normal (Acad),F,5984
2011,Secondary 2,Normal (Tech),MF,6248
2011,Secondary 2,Normal (Tech),F,2146
2011,Secondary 2,Special,MF,0
2011,Secondary 2,Special,F,0
2011,Secondary 3,Express,MF,32869
2011,Secondary 3,Express,F,17069
2011,Secondary 3,Normal (Acad),MF,13579
2011,Secondary 3,Normal (Acad),F,6151
2011,Secondary 3,Normal (Tech),MF,6513
2011,Secondary 3,Normal (Tech),F,2215
2011,Secondary 3,Special,MF,0
2011,Secondary 3,Special,F,0
2011,Secondary 4,Express,MF,31984
2011,Secondary 4,Express,F,16760
2011,Secondary 4,Normal (Acad),MF,13307
2011,Secondary 4,Normal (Acad),F,6016
2011,Secondary 4,Normal (Tech),MF,5972
2011,Secondary 4,Normal (Tech),F,1960
2011,Secondary 4,Special,MF,0
2011,Secondary 4,Special,F,0
2011,Secondary 5,Normal (Acad),MF,9181
2011,Secondary 5,Normal (Acad),F,4412
2012,Secondary 1,Express,MF,27293
2012,Secondary 1,Express,F,13803
2012,Secondary 1,Normal (Acad),MF,11848
2012,Secondary 1,Normal (Acad),F,5636
2012,Secondary 1,Normal (Tech),MF,6057
2012,Secondary 1,Normal (Tech),F,2289
2012,Secondary 1,Special,MF,0
2012,Secondary 1,Special,F,0
2012,Secondary 2,Express,MF,28038
2012,Secondary 2,Express,F,14507
2012,Secondary 2,Normal (Acad),MF,11825
2012,Secondary 2,Normal (Acad),F,5551
2012,Secondary 2,Normal (Tech),MF,5842
2012,Secondary 2,Normal (Tech),F,2071
2012,Secondary 2,Special,MF,0
2012,Secondary 2,Special,F,0
2012,Secondary 3,Express,MF,31387
2012,Secondary 3,Express,F,16378
2012,Secondary 3,Normal (Acad),MF,13324
2012,Secondary 3,Normal (Acad),F,6083
2012,Secondary 3,Normal (Tech),MF,6084
2012,Secondary 3,Normal (Tech),F,2069
2012,Secondary 3,Special,MF,0
2012,Secondary 3,Special,F,0
2012,Secondary 4,Express,MF,32011
2012,Secondary 4,Express,F,16717
2012,Secondary 4,Normal (Acad),MF,13084
2012,Secondary 4,Normal (Acad),F,5991
2012,Secondary 4,Normal (Tech),MF,6230
2012,Secondary 4,Normal (Tech),F,2099
2012,Secondary 4,Special,MF,0
2012,Secondary 4,Special,F,0
2012,Secondary 5,Normal (Acad),MF,9497
2012,Secondary 5,Normal (Acad),F,4529
2013,Secondary 1,Express,MF,28870
2013,Secondary 1,Express,F,14802
2013,Secondary 1,Normal (Acad),MF,12747
2013,Secondary 1,Normal (Acad),F,5955
2013,Secondary 1,Normal (Tech),MF,6477
2013,Secondary 1,Normal (Tech),F,2346
2013,Secondary 1,Special,MF,0
2013,Secondary 1,Special,F,0
2013,Secondary 2,Express,MF,27671
2013,Secondary 2,Express,F,14077
2013,Secondary 2,Normal (Acad),MF,12132
2013,Secondary 2,Normal (Acad),F,5695
2013,Secondary 2,Normal (Tech),MF,5745
2013,Secondary 2,Normal (Tech),F,2095
2013,Secondary 2,Special,MF,0
2013,Secondary 2,Special,F,0
2013,Secondary 3,Express,MF,28897
2013,Secondary 3,Express,F,15016
2013,Secondary 3,Normal (Acad),MF,12144
2013,Secondary 3,Normal (Acad),F,5554
2013,Secondary 3,Normal (Tech),MF,5674
2013,Secondary 3,Normal (Tech),F,1992
2013,Secondary 3,Special,MF,0
2013,Secondary 3,Special,F,0
2013,Secondary 4,Express,MF,30585
2013,Secondary 4,Express,F,16045
2013,Secondary 4,Normal (Acad),MF,12776
2013,Secondary 4,Normal (Acad),F,5862
2013,Secondary 4,Normal (Tech),MF,5829
2013,Secondary 4,Normal (Tech),F,1975
2013,Secondary 4,Special,MF,0
2013,Secondary 4,Special,F,0
2013,Secondary 5,Normal (Acad),MF,7618
2013,Secondary 5,Normal (Acad),F,3803
2014,Secondary 1,Express,MF,27490
2014,Secondary 1,Express,F,13963
2014,Secondary 1,Normal (Acad),MF,9873
2014,Secondary 1,Normal (Acad),F,4713
2014,Secondary 1,Normal (Tech),MF,5606
2014,Secondary 1,Normal (Tech),F,2080
2014,Secondary 1,Special,MF,0
2014,Secondary 1,Special,F,0
2014,Secondary 2,Express,MF,29241
2014,Secondary 2,Express,F,15071
2014,Secondary 2,Normal (Acad),MF,12973
2014,Secondary 2,Normal (Acad),F,5988
2014,Secondary 2,Normal (Tech),MF,6114
2014,Secondary 2,Normal (Tech),F,2169
2014,Secondary 2,Special,MF,0
2014,Secondary 2,Special,F,0
2014,Secondary 3,Express,MF,28619
2014,Secondary 3,Express,F,14607
2014,Secondary 3,Normal (Acad),MF,12447
2014,Secondary 3,Normal (Acad),F,5698
2014,Secondary 3,Normal (Tech),MF,5646
2014,Secondary 3,Normal (Tech),F,2029
2014,Secondary 3,Special,MF,0
2014,Secondary 3,Special,F,0
2014,Secondary 4,Express,MF,28293
2014,Secondary 4,Express,F,14781
2014,Secondary 4,Normal (Acad),MF,11446
2014,Secondary 4,Normal (Acad),F,5292
2014,Secondary 4,Normal (Tech),MF,5444
2014,Secondary 4,Normal (Tech),F,1903
2014,Secondary 4,Special,MF,0
2014,Secondary 4,Special,F,0
2014,Secondary 5,Normal (Acad),MF,6915
2014,Secondary 5,Normal (Acad),F,3370
2015,Secondary 1,Express,MF,26736
2015,Secondary 1,Express,F,13841
2015,Secondary 1,Normal (Acad),MF,9972
2015,Secondary 1,Normal (Acad),F,4556
2015,Secondary 1,Normal (Tech),MF,5509
2015,Secondary 1,Normal (Tech),F,2191
2015,Secondary 1,Special,MF,0
2015,Secondary 1,Special,F,0
2015,Secondary 2,Express,MF,27719
2015,Secondary 2,Express,F,14155
2015,Secondary 2,Normal (Acad),MF,10141
2015,Secondary 2,Normal (Acad),F,4791
2015,Secondary 2,Normal (Tech),MF,5396
2015,Secondary 2,Normal (Tech),F,1947
2015,Secondary 2,Special,MF,0
2015,Secondary 2,Special,F,0
2015,Secondary 3,Express,MF,30007
2015,Secondary 3,Express,F,15530
2015,Secondary 3,Normal (Acad),MF,13222
2015,Secondary 3,Normal (Acad),F,5927
2015,Secondary 3,Normal (Tech),MF,5973
2015,Secondary 3,Normal (Tech),F,2098
2015,Secondary 3,Special,MF,0
2015,Secondary 3,Special,F,0
2015,Secondary 4,Express,MF,28115
2015,Secondary 4,Express,F,14411
2015,Secondary 4,Normal (Acad),MF,11784
2015,Secondary 4,Normal (Acad),F,5436
2015,Secondary 4,Normal (Tech),MF,5514
2015,Secondary 4,Normal (Tech),F,1966
2015,Secondary 4,Special,MF,0
2015,Secondary 4,Special,F,0
2015,Secondary 5,Normal (Acad),MF,5948
2015,Secondary 5,Normal (Acad),F,2939
2016,Secondary 1,Express,MF,24613
2016,Secondary 1,Express,F,12568
2016,Secondary 1,Normal (Acad),MF,10033
2016,Secondary 1,Normal (Acad),F,4795
2016,Secondary 1,Normal (Tech),MF,4904
2016,Secondary 1,Normal (Tech),F,1899
2016,Secondary 1,Special,MF,0
2016,Secondary 1,Special,F,0
2016,Secondary 2,Express,MF,26976
2016,Secondary 2,Express,F,14020
2016,Secondary 2,Normal (Acad),MF,10248
2016,Secondary 2,Normal (Acad),F,4651
2016,Secondary 2,Normal (Tech),MF,5253
2016,Secondary 2,Normal (Tech),F,2031
2016,Secondary 2,Special,MF,0
2016,Secondary 2,Special,F,0
2016,Secondary 3,Express,MF,28387
2016,Secondary 3,Express,F,14519
2016,Secondary 3,Normal (Acad),MF,10614
2016,Secondary 3,Normal (Acad),F,4870
2016,Secondary 3,Normal (Tech),MF,5249
2016,Secondary 3,Normal (Tech),F,1855
2016,Secondary 3,Special,MF,0
2016,Secondary 3,Special,F,0
2016,Secondary 4,Express,MF,29444
2016,Secondary 4,Express,F,15311
2016,Secondary 4,Normal (Acad),MF,12533
2016,Secondary 4,Normal (Acad),F,5694
2016,Secondary 4,Normal (Tech),MF,5892
2016,Secondary 4,Normal (Tech),F,2074
2016,Secondary 4,Special,MF,0
2016,Secondary 4,Special,F,0
2016,Secondary 5,Normal (Acad),MF,5854
2016,Secondary 5,Normal (Acad),F,2963
2017,Secondary 1,Express,MF,24475
2017,Secondary 1,Express,F,12471
2017,Secondary 1,Normal (Acad),MF,9559
2017,Secondary 1,Normal (Acad),F,4576
2017,Secondary 1,Normal (Tech),MF,4948
2017,Secondary 1,Normal (Tech),F,1859
2017,Secondary 1,Special,MF,0
2017,Secondary 1,Special,F,0
2017,Secondary 2,Express,MF,24915
2017,Secondary 2,Express,F,12760
2017,Secondary 2,Normal (Acad),MF,10170
2017,Secondary 2,Normal (Acad),F,4808
2017,Secondary 2,Normal (Tech),MF,4649
2017,Secondary 2,Normal (Tech),F,1767
2017,Secondary 2,Special,MF,0
2017,Secondary 2,Special,F,0
2017,Secondary 3,Express,MF,27750
2017,Secondary 3,Express,F,14399
2017,Secondary 3,Normal (Acad),MF,10504
2017,Secondary 3,Normal (Acad),F,4654
2017,Secondary 3,Normal (Tech),MF,5155
2017,Secondary 3,Normal (Tech),F,1964
2017,Secondary 3,Special,MF,0
2017,Secondary 3,Special,F,0
2017,Secondary 4,Express,MF,27780
2017,Secondary 4,Express,F,14311
2017,Secondary 4,Normal (Acad),MF,10093
2017,Secondary 4,Normal (Acad),F,4673
2017,Secondary 4,Normal (Tech),MF,5158
2017,Secondary 4,Normal (Tech),F,1831
2017,Secondary 4,Special,MF,0
2017,Secondary 4,Special,F,0
2017,Secondary 5,Normal (Acad),MF,6264
2017,Secondary 5,Normal (Acad),F,2995
2018,Secondary 1,Normal (Tech),MF,4991
2018,Secondary 1,Normal (Tech),F,1914
2018,Secondary 1,Normal (Acad),MF,9663
2018,Secondary 1,Normal (Acad),F,4575
2018,Secondary 1,Express,MF,24432
2018,Secondary 1,Express,F,12575
2018,Secondary 2,Normal (Tech),MF,4675
2018,Secondary 2,Normal (Tech),F,1695
2018,Secondary 2,Normal (Acad),MF,9710
2018,Secondary 2,Normal (Acad),F,4584
2018,Secondary 2,Express,MF,24645
2018,Secondary 2,Express,F,12599
2018,Secondary 3,Normal (Tech),MF,4535
2018,Secondary 3,Normal (Tech),F,1724
2018,Secondary 3,Normal (Acad),MF,10378
2018,Secondary 3,Normal (Acad),F,4816
2018,Secondary 3,Express,MF,25619
2018,Secondary 3,Express,F,13121
2018,Secondary 4,Normal (Tech),MF,5086
2018,Secondary 4,Normal (Tech),F,1932
2018,Secondary 4,Normal (Acad),MF,9979
2018,Secondary 4,Normal (Acad),F,4454
2018,Secondary 4,Express,MF,27173
2018,Secondary 4,Express,F,14149
2018,Secondary 5,Normal (Acad),MF,4461
2018,Secondary 5,Normal (Acad),F,2202
