year,level,course,sex,enrolment_preu
2003,Pre-University 2,Science,MF,75
2003,Pre-University 2,Science,F,36
2003,Pre-University 3,Arts,MF,75
2003,Pre-University 3,Arts,F,51
2003,Pre-University 3,Commerce,MF,78
2003,Pre-University 3,Commerce,F,55
2003,Pre-University 3,Science,MF,70
2003,Pre-University 3,Science,F,43
2004,Junior College 1,Arts,MF,2220
2004,Junior College 1,Arts,F,1504
2004,Junior College 1,Commerce,MF,-
2004,Junior College 1,Commerce,F,-
2004,Junior College 1,Science,MF,10771
2004,Junior College 1,Science,F,5389
2004,Junior College 2,Arts,MF,1885
2004,Junior College 2,Arts,F,1249
2004,Junior College 2,Commerce,MF,-
2004,Junior College 2,Commerce,F,-
2004,Junior College 2,Science,MF,8836
2004,Junior College 2,Science,F,4424
2004,Pre-University 1,Arts,MF,145
2004,Pre-University 1,Arts,F,101
2004,Pre-University 1,Commerce,MF,123
2004,Pre-University 1,Commerce,F,84
2004,Pre-University 1,Science,MF,176
2004,Pre-University 1,Science,F,104
2004,Pre-University 2,Arts,MF,87
2004,Pre-University 2,Arts,F,48
2004,Pre-University 2,Commerce,MF,89
2004,Pre-University 2,Commerce,F,55
2004,Pre-University 2,Science,MF,103
2004,Pre-University 2,Science,F,58
2004,Pre-University 3,Arts,MF,81
2004,Pre-University 3,Arts,F,51
2004,Pre-University 3,Commerce,MF,99
2004,Pre-University 3,Commerce,F,67
2004,Pre-University 3,Science,MF,66
2004,Pre-University 3,Science,F,36
2005,Junior College 1,Arts,MF,2776
2005,Junior College 1,Arts,F,1966
2005,Junior College 1,Commerce,MF,-
2005,Junior College 1,Commerce,F,-
2005,Junior College 1,Science,MF,12840
2005,Junior College 1,Science,F,6384
2005,Junior College 2,Arts,MF,2058
2005,Junior College 2,Arts,F,1404
2005,Junior College 2,Commerce,MF,-
2005,Junior College 2,Commerce,F,-
2005,Junior College 2,Science,MF,10066
2005,Junior College 2,Science,F,5030
2005,Pre-University 1,Arts,MF,142
2005,Pre-University 1,Arts,F,102
2005,Pre-University 1,Commerce,MF,199
2005,Pre-University 1,Commerce,F,141
2005,Pre-University 1,Science,MF,216
2005,Pre-University 1,Science,F,128
2005,Pre-University 2,Arts,MF,96
2005,Pre-University 2,Arts,F,66
2005,Pre-University 2,Commerce,MF,131
2005,Pre-University 2,Commerce,F,94
2005,Pre-University 2,Science,MF,148
2005,Pre-University 2,Science,F,92
2005,Pre-University 3,Arts,MF,92
2005,Pre-University 3,Arts,F,53
2005,Pre-University 3,Commerce,MF,60
2005,Pre-University 3,Commerce,F,41
2005,Pre-University 3,Science,MF,77
2005,Pre-University 3,Science,F,41
2006,Junior College 1,Arts,MF,2452
2006,Junior College 1,Arts,F,1653
2006,Junior College 1,Commerce,MF,-
2006,Junior College 1,Commerce,F,-
2006,Junior College 1,Science,MF,12181
2006,Junior College 1,Science,F,6107
2006,Junior College 2,Arts,MF,2559
2006,Junior College 2,Arts,F,1837
2006,Junior College 2,Commerce,MF,-
2006,Junior College 2,Commerce,F,-
2006,Junior College 2,Science,MF,12262
2006,Junior College 2,Science,F,6108
2006,Pre-University 1,Arts,MF,183
2006,Pre-University 1,Arts,F,132
2006,Pre-University 1,Commerce,MF,141
2006,Pre-University 1,Commerce,F,92
2006,Pre-University 1,Science,MF,187
2006,Pre-University 1,Science,F,99
2006,Pre-University 2,Arts,MF,188
2006,Pre-University 2,Arts,F,129
2006,Pre-University 2,Commerce,MF,73
2006,Pre-University 2,Commerce,F,57
2006,Pre-University 2,Science,MF,176
2006,Pre-University 2,Science,F,104
2006,Pre-University 3,Arts,MF,126
2006,Pre-University 3,Arts,F,87
2006,Pre-University 3,Commerce,MF,68
2006,Pre-University 3,Commerce,F,50
2006,Pre-University 3,Science,MF,130
2006,Pre-University 3,Science,F,79
2007,Junior College 1,Arts,MF,2876
2007,Junior College 1,Arts,F,1940
2007,Junior College 1,Commerce,MF,-
2007,Junior College 1,Commerce,F,-
2007,Junior College 1,Science,MF,13559
2007,Junior College 1,Science,F,6923
2007,Junior College 2,Arts,MF,2195
2007,Junior College 2,Arts,F,1500
2007,Junior College 2,Commerce,MF,-
2007,Junior College 2,Commerce,F,-
2007,Junior College 2,Science,MF,11469
2007,Junior College 2,Science,F,5804
2007,Pre-University 1,Arts,MF,196
2007,Pre-University 1,Arts,F,132
2007,Pre-University 1,Commerce,MF,278
2007,Pre-University 1,Commerce,F,175
2007,Pre-University 1,Science,MF,247
2007,Pre-University 1,Science,F,143
2007,Pre-University 2,Arts,MF,87
2007,Pre-University 2,Arts,F,71
2007,Pre-University 2,Commerce,MF,189
2007,Pre-University 2,Commerce,F,122
2007,Pre-University 2,Science,MF,140
2007,Pre-University 2,Science,F,71
2007,Pre-University 3,Arts,MF,89
2007,Pre-University 3,Arts,F,66
2007,Pre-University 3,Commerce,MF,157
2007,Pre-University 3,Commerce,F,111
2007,Pre-University 3,Science,MF,145
2007,Pre-University 3,Science,F,88
2008,Junior College 1,Arts,MF,2840
2008,Junior College 1,Arts,F,1893
2008,Junior College 1,Commerce,MF,-
2008,Junior College 1,Commerce,F,-
2008,Junior College 1,Science,MF,13308
2008,Junior College 1,Science,F,6819
2008,Junior College 2,Arts,MF,2560
2008,Junior College 2,Arts,F,1750
2008,Junior College 2,Commerce,MF,-
2008,Junior College 2,Commerce,F,-
2008,Junior College 2,Science,MF,12304
2008,Junior College 2,Science,F,6273
2008,Pre-University 1,Arts,MF,193
2008,Pre-University 1,Arts,F,142
2008,Pre-University 1,Commerce,MF,290
2008,Pre-University 1,Commerce,F,182
2008,Pre-University 1,Science,MF,205
2008,Pre-University 1,Science,F,127
2008,Pre-University 2,Arts,MF,163
2008,Pre-University 2,Arts,F,119
2008,Pre-University 2,Commerce,MF,199
2008,Pre-University 2,Commerce,F,127
2008,Pre-University 2,Science,MF,197
2008,Pre-University 2,Science,F,110
2008,Pre-University 3,Arts,MF,86
2008,Pre-University 3,Arts,F,68
2008,Pre-University 3,Commerce,MF,125
2008,Pre-University 3,Commerce,F,79
2008,Pre-University 3,Science,MF,109
2008,Pre-University 3,Science,F,60
2009,Junior College 1,Arts,MF,2682
2009,Junior College 1,Arts,F,1816
2009,Junior College 1,Commerce,MF,-
2009,Junior College 1,Commerce,F,-
2009,Junior College 1,Science,MF,13439
2009,Junior College 1,Science,F,6994
2009,Junior College 2,Arts,MF,2428
2009,Junior College 2,Arts,F,1631
2009,Junior College 2,Commerce,MF,-
2009,Junior College 2,Commerce,F,-
2009,Junior College 2,Science,MF,12119
2009,Junior College 2,Science,F,6206
2009,Pre-University 1,Arts,MF,147
2009,Pre-University 1,Arts,F,108
2009,Pre-University 1,Commerce,MF,235
2009,Pre-University 1,Commerce,F,154
2009,Pre-University 1,Science,MF,236
2009,Pre-University 1,Science,F,129
2009,Pre-University 2,Arts,MF,89
2009,Pre-University 2,Arts,F,66
2009,Pre-University 2,Commerce,MF,248
2009,Pre-University 2,Commerce,F,154
2009,Pre-University 2,Science,MF,130
2009,Pre-University 2,Science,F,83
2009,Pre-University 3,Arts,MF,114
2009,Pre-University 3,Arts,F,83
2009,Pre-University 3,Commerce,MF,129
2009,Pre-University 3,Commerce,F,84
2009,Pre-University 3,Science,MF,114
2009,Pre-University 3,Science,F,61
2010,Junior College 1,Arts,MF,2733
2010,Junior College 1,Arts,F,1835
2010,Junior College 1,Commerce,MF,-
2010,Junior College 1,Commerce,F,-
2010,Junior College 1,Science,MF,13594
2010,Junior College 1,Science,F,7001
2010,Junior College 2,Arts,MF,2400
2010,Junior College 2,Arts,F,1641
2010,Junior College 2,Commerce,MF,-
2010,Junior College 2,Commerce,F,-
2010,Junior College 2,Science,MF,12324
2010,Junior College 2,Science,F,6389
2010,Pre-University 1,Arts,MF,164
2010,Pre-University 1,Arts,F,123
2010,Pre-University 1,Commerce,MF,184
2010,Pre-University 1,Commerce,F,131
2010,Pre-University 1,Science,MF,223
2010,Pre-University 1,Science,F,131
2010,Pre-University 2,Arts,MF,127
2010,Pre-University 2,Arts,F,92
2010,Pre-University 2,Commerce,MF,146
2010,Pre-University 2,Commerce,F,98
2010,Pre-University 2,Science,MF,168
2010,Pre-University 2,Science,F,93
2010,Pre-University 3,Arts,MF,63
2010,Pre-University 3,Arts,F,49
2010,Pre-University 3,Commerce,MF,197
2010,Pre-University 3,Commerce,F,128
2010,Pre-University 3,Science,MF,97
2010,Pre-University 3,Science,F,58
2011,Junior College 1,Arts,MF,2769
2011,Junior College 1,Arts,F,1879
2011,Junior College 1,Commerce,MF,-
2011,Junior College 1,Commerce,F,-
2011,Junior College 1,Science,MF,13426
2011,Junior College 1,Science,F,6863
2011,Junior College 2,Arts,MF,2331
2011,Junior College 2,Arts,F,1582
2011,Junior College 2,Commerce,MF,-
2011,Junior College 2,Commerce,F,-
2011,Junior College 2,Science,MF,12440
2011,Junior College 2,Science,F,6370
2011,Pre-University 1,Arts,MF,126
2011,Pre-University 1,Arts,F,96
2011,Pre-University 1,Commerce,MF,229
2011,Pre-University 1,Commerce,F,158
2011,Pre-University 1,Science,MF,196
2011,Pre-University 1,Science,F,107
2011,Pre-University 2,Arts,MF,106
2011,Pre-University 2,Arts,F,69
2011,Pre-University 2,Commerce,MF,144
2011,Pre-University 2,Commerce,F,102
2011,Pre-University 2,Science,MF,182
2011,Pre-University 2,Science,F,105
2011,Pre-University 3,Arts,MF,89
2011,Pre-University 3,Arts,F,70
2011,Pre-University 3,Commerce,MF,135
2011,Pre-University 3,Commerce,F,98
2011,Pre-University 3,Science,MF,123
2011,Pre-University 3,Science,F,66
2012,Junior College 1,Arts,MF,3025
2012,Junior College 1,Arts,F,2069
2012,Junior College 1,Commerce,MF,-
2012,Junior College 1,Commerce,F,-
2012,Junior College 1,Science,MF,13130
2012,Junior College 1,Science,F,6732
2012,Junior College 2,Arts,MF,2451
2012,Junior College 2,Arts,F,1681
2012,Junior College 2,Commerce,MF,-
2012,Junior College 2,Commerce,F,-
2012,Junior College 2,Science,MF,12208
2012,Junior College 2,Science,F,6213
2012,Pre-University 1,Arts,MF,101
2012,Pre-University 1,Arts,F,76
2012,Pre-University 1,Commerce,MF,288
2012,Pre-University 1,Commerce,F,181
2012,Pre-University 1,Science,MF,183
2012,Pre-University 1,Science,F,100
2012,Pre-University 2,Arts,MF,68
2012,Pre-University 2,Arts,F,56
2012,Pre-University 2,Commerce,MF,150
2012,Pre-University 2,Commerce,F,104
2012,Pre-University 2,Science,MF,146
2012,Pre-University 2,Science,F,80
2012,Pre-University 3,Arts,MF,87
2012,Pre-University 3,Arts,F,58
2012,Pre-University 3,Commerce,MF,118
2012,Pre-University 3,Commerce,F,87
2012,Pre-University 3,Science,MF,132
2012,Pre-University 3,Science,F,74
2013,Junior College 1,Arts,MF,2854
2013,Junior College 1,Arts,F,1957
2013,Junior College 1,Commerce,MF,-
2013,Junior College 1,Commerce,F,-
2013,Junior College 1,Science,MF,13407
2013,Junior College 1,Science,F,6785
2013,Junior College 2,Arts,MF,2614
2013,Junior College 2,Arts,F,1833
2013,Junior College 2,Commerce,MF,-
2013,Junior College 2,Commerce,F,-
2013,Junior College 2,Science,MF,11987
2013,Junior College 2,Science,F,6073
2013,Pre-University 1,Arts,MF,135
2013,Pre-University 1,Arts,F,96
2013,Pre-University 1,Commerce,MF,283
2013,Pre-University 1,Commerce,F,176
2013,Pre-University 1,Science,MF,211
2013,Pre-University 1,Science,F,100
2013,Pre-University 2,Arts,MF,68
2013,Pre-University 2,Arts,F,51
2013,Pre-University 2,Commerce,MF,167
2013,Pre-University 2,Commerce,F,106
2013,Pre-University 2,Science,MF,137
2013,Pre-University 2,Science,F,77
2013,Pre-University 3,Arts,MF,58
2013,Pre-University 3,Arts,F,49
2013,Pre-University 3,Commerce,MF,139
2013,Pre-University 3,Commerce,F,98
2013,Pre-University 3,Science,MF,105
2013,Pre-University 3,Science,F,54
2014,Junior College 1,Arts,MF,2697
2014,Junior College 1,Arts,F,1873
2014,Junior College 1,Commerce,MF,-
2014,Junior College 1,Commerce,F,-
2014,Junior College 1,Science,MF,12640
2014,Junior College 1,Science,F,6383
2014,Junior College 2,Arts,MF,2467
2014,Junior College 2,Arts,F,1726
2014,Junior College 2,Commerce,MF,-
2014,Junior College 2,Commerce,F,-
2014,Junior College 2,Science,MF,12434
2014,Junior College 2,Science,F,6247
2014,Pre-University 1,Arts,MF,168
2014,Pre-University 1,Arts,F,124
2014,Pre-University 1,Commerce,MF,233
2014,Pre-University 1,Commerce,F,134
2014,Pre-University 1,Science,MF,199
2014,Pre-University 1,Science,F,78
2014,Pre-University 2,Arts,MF,94
2014,Pre-University 2,Arts,F,67
2014,Pre-University 2,Commerce,MF,224
2014,Pre-University 2,Commerce,F,136
2014,Pre-University 2,Science,MF,167
2014,Pre-University 2,Science,F,82
2014,Pre-University 3,Arts,MF,59
2014,Pre-University 3,Arts,F,45
2014,Pre-University 3,Commerce,MF,131
2014,Pre-University 3,Commerce,F,85
2014,Pre-University 3,Science,MF,100
2014,Pre-University 3,Science,F,55
2015,Junior College 1,Arts,MF,2508
2015,Junior College 1,Arts,F,1753
2015,Junior College 1,Commerce,MF,-
2015,Junior College 1,Commerce,F,-
2015,Junior College 1,Science,MF,11535
2015,Junior College 1,Science,F,5784
2015,Junior College 2,Arts,MF,2455
2015,Junior College 2,Arts,F,1743
2015,Junior College 2,Commerce,MF,-
2015,Junior College 2,Commerce,F,-
2015,Junior College 2,Science,MF,11779
2015,Junior College 2,Science,F,5919
2015,Pre-University 1,Arts,MF,113
2015,Pre-University 1,Arts,F,85
2015,Pre-University 1,Commerce,MF,192
2015,Pre-University 1,Commerce,F,109
2015,Pre-University 1,Science,MF,164
2015,Pre-University 1,Science,F,103
2015,Pre-University 2,Arts,MF,99
2015,Pre-University 2,Arts,F,79
2015,Pre-University 2,Commerce,MF,181
2015,Pre-University 2,Commerce,F,110
2015,Pre-University 2,Science,MF,161
2015,Pre-University 2,Science,F,60
2015,Pre-University 3,Arts,MF,86
2015,Pre-University 3,Arts,F,61
2015,Pre-University 3,Commerce,MF,167
2015,Pre-University 3,Commerce,F,101
2015,Pre-University 3,Science,MF,119
2015,Pre-University 3,Science,F,60
2016,Junior College 1,Arts,MF,2443
2016,Junior College 1,Arts,F,1732
2016,Junior College 1,Commerce,MF,-
2016,Junior College 1,Commerce,F,-
2016,Junior College 1,Science,MF,11679
2016,Junior College 1,Science,F,5881
2016,Junior College 2,Arts,MF,2314
2016,Junior College 2,Arts,F,1620
2016,Junior College 2,Commerce,MF,-
2016,Junior College 2,Commerce,F,-
2016,Junior College 2,Science,MF,10805
2016,Junior College 2,Science,F,5417
2016,Pre-University 1,Arts,MF,131
2016,Pre-University 1,Arts,F,96
2016,Pre-University 1,Commerce,MF,182
2016,Pre-University 1,Commerce,F,110
2016,Pre-University 1,Science,MF,167
2016,Pre-University 1,Science,F,88
2016,Pre-University 2,Arts,MF,75
2016,Pre-University 2,Arts,F,56
2016,Pre-University 2,Commerce,MF,132
2016,Pre-University 2,Commerce,F,79
2016,Pre-University 2,Science,MF,129
2016,Pre-University 2,Science,F,72
2016,Pre-University 3,Arts,MF,81
2016,Pre-University 3,Arts,F,66
2016,Pre-University 3,Commerce,MF,164
2016,Pre-University 3,Commerce,F,98
2016,Pre-University 3,Science,MF,140
2016,Pre-University 3,Science,F,54
2017,Junior College 1,Arts,MF,2427
2017,Junior College 1,Arts,F,1684
2017,Junior College 1,Commerce,MF,-
2017,Junior College 1,Commerce,F,-
2017,Junior College 1,Science,MF,12411
2017,Junior College 1,Science,F,6271
2017,Junior College 2,Arts,MF,2278
2017,Junior College 2,Arts,F,1610
2017,Junior College 2,Commerce,MF,-
2017,Junior College 2,Commerce,F,-
2017,Junior College 2,Science,MF,11003
2017,Junior College 2,Science,F,5491
2017,Pre-University 1,Arts,MF,147
2017,Pre-University 1,Arts,F,100
2017,Pre-University 1,Commerce,MF,206
2017,Pre-University 1,Commerce,F,120
2017,Pre-University 1,Science,MF,182
2017,Pre-University 1,Science,F,109
2017,Pre-University 2,Arts,MF,88
2017,Pre-University 2,Arts,F,72
2017,Pre-University 2,Commerce,MF,116
2017,Pre-University 2,Commerce,F,70
2017,Pre-University 2,Science,MF,123
2017,Pre-University 2,Science,F,63
2017,Pre-University 3,Arts,MF,65
2017,Pre-University 3,Arts,F,49
2017,Pre-University 3,Commerce,MF,114
2017,Pre-University 3,Commerce,F,69
2017,Pre-University 3,Science,MF,92
2017,Pre-University 3,Science,F,51
2018,Junior College 1,1,MF,2302
2018,Junior College 1,1,F,1589
2018,Junior College 1,2,MF,11720
2018,Junior College 1,2,F,5851
2018,Junior College 2,1,MF,2267
2018,Junior College 2,1,F,1583
2018,Junior College 2,2,MF,11811
2018,Junior College 2,2,F,5943
2018,Pre-University 1,1,MF,80
2018,Pre-University 1,1,F,49
2018,Pre-University 1,2,MF,175
2018,Pre-University 1,2,F,96
2018,Pre-University 1,4,MF,121
2018,Pre-University 1,4,F,72
2018,Pre-University 2,1,MF,78
2018,Pre-University 2,1,F,58
2018,Pre-University 2,2,MF,135
2018,Pre-University 2,2,F,75
2018,Pre-University 2,4,MF,145
2018,Pre-University 2,4,F,83
2018,Pre-University 3,1,MF,50
2018,Pre-University 3,1,F,41
2018,Pre-University 3,2,MF,65
2018,Pre-University 3,2,F,31
2018,Pre-University 3,4,MF,63
2018,Pre-University 3,4,F,32
